id_absencia,id_colaborador,data_absencia,tipo_absencia,justificada,dias_ausencia,horas_ausencia
4256,661,2025-06-25,Falta injustificada,0,2,16
4257,661,2025-05-12,Atestado,1,3,24
4258,662,2024-04-24,Atestado,1,2,16
4259,662,2022-06-01,Falta injustificada,0,3,24
4260,662,2020-05-03,Falta injustificada,0,1,8
4261,662,2025-04-21,Licença curta,1,5,40
4262,662,2023-04-03,Atestado,1,2,16
4263,662,2024-05-05,Falta injustificada,0,2,16
4264,662,2022-07-08,Atestado,1,3,24
4265,662,2022-07-30,Atestado,1,3,24
4266,662,2019-11-25,Atestado,1,3,24
4267,662,2021-06-03,Atestado,1,1,8
4268,662,2022-02-19,Atestado,1,3,24
4269,662,2020-08-16,Atestado,1,2,16
4270,662,2025-04-22,Atestado,1,2,16
4271,663,2024-02-06,Licença curta,1,4,32
4272,663,2025-03-12,Falta injustificada,0,1,8
4273,663,2024-06-24,Atestado,1,2,16
4274,663,2025-01-03,Atestado,1,2,16
4275,663,2022-05-08,Licença curta,1,2,16
4276,663,2023-05-27,Falta injustificada,0,2,16
4277,664,2024-01-05,Atestado,1,2,16
4278,664,2023-09-01,Atestado,1,1,8
4279,664,2023-12-08,Atestado,1,3,24
4280,665,2021-04-14,Atestado,1,2,16
4281,665,2023-05-04,Atraso,1,0,2
4282,665,2021-02-24,Atraso,1,0,1
4283,665,2019-04-06,Atraso,1,0,4
4284,665,2021-05-04,Falta injustificada,0,2,16
4285,665,2023-03-11,Atestado,1,3,24
4286,665,2021-04-30,Atraso,1,0,3
4287,665,2019-03-16,Atraso,1,0,1
4288,665,2025-09-19,Atraso,1,0,1
4289,666,2021-05-12,Falta injustificada,0,2,16
4290,666,2020-10-03,Licença curta,1,4,32
4291,666,2021-03-15,Atestado,1,3,24
4292,666,2020-07-12,Falta injustificada,0,3,24
4293,666,2021-04-04,Atestado,1,1,8
4294,667,2025-12-22,Atestado,1,2,16
4295,668,2024-03-17,Atestado,1,2,16
4296,668,2019-05-02,Atestado,1,3,24
4297,668,2021-09-05,Atestado,1,2,16
4298,668,2025-11-08,Falta injustificada,0,1,8
4299,668,2025-04-04,Atraso,1,0,1
4300,668,2019-03-08,Atestado,1,3,24
4301,668,2024-02-14,Atestado,1,3,24
4302,669,2024-07-16,Falta injustificada,0,2,16
4303,669,2021-05-23,Atestado,1,2,16
4304,669,2025-07-24,Atestado,1,1,8
4305,669,2019-11-15,Licença curta,1,4,32
4306,669,2019-10-08,Atraso,1,0,4
4307,669,2021-02-28,Falta injustificada,0,3,24
4308,669,2021-06-05,Falta injustificada,0,1,8
4309,669,2020-05-16,Falta injustificada,0,2,16
4310,669,2020-10-13,Atestado,1,1,8
4311,669,2024-06-01,Atestado,1,3,24
4312,669,2020-02-22,Atestado,1,2,16
4313,670,2019-02-11,Atestado,1,3,24
4314,670,2020-02-15,Atestado,1,1,8
4315,670,2022-03-29,Atestado,1,3,24
4316,670,2022-09-14,Atestado,1,1,8
4317,670,2020-06-07,Falta injustificada,0,3,24
4318,670,2020-05-05,Atestado,1,3,24
4319,670,2019-07-08,Falta injustificada,0,3,24
4320,670,2022-08-13,Atestado,1,2,16
4321,671,2025-03-09,Atraso,1,0,2
4322,671,2022-05-16,Licença curta,1,5,40
4323,671,2024-08-16,Atestado,1,3,24
4324,671,2022-08-20,Atestado,1,1,8
4325,672,2022-04-06,Atestado,1,3,24
4326,672,2021-10-02,Atraso,1,0,1
4327,672,2023-02-02,Licença curta,1,2,16
4328,672,2022-01-12,Licença curta,1,5,40
4329,673,2024-12-12,Falta injustificada,0,2,16
4330,673,2025-09-27,Falta injustificada,0,1,8
4331,673,2025-11-07,Licença curta,1,5,40
4332,673,2025-02-16,Atestado,1,3,24
4333,674,2024-03-08,Licença curta,1,4,32
4334,675,2022-08-11,Atestado,1,3,24
4335,675,2023-06-22,Atestado,1,1,8
4336,675,2023-05-15,Atraso,1,0,1
4337,676,2025-05-27,Falta injustificada,0,3,24
4338,676,2024-05-03,Falta injustificada,0,3,24
4339,676,2025-05-24,Atestado,1,1,8
4340,676,2024-06-03,Atestado,1,1,8
4341,676,2024-08-09,Atestado,1,3,24
4342,676,2024-05-03,Atraso,1,0,1
4343,677,2024-08-17,Atestado,1,2,16
4344,677,2025-10-06,Atestado,1,3,24
4345,677,2024-02-29,Atestado,1,1,8
4346,677,2024-02-19,Atestado,1,1,8
4347,677,2025-11-23,Falta injustificada,0,2,16
4348,677,2025-05-25,Atestado,1,1,8
4349,678,2023-09-27,Licença curta,1,4,32
4350,678,2025-12-15,Licença curta,1,3,24
4351,678,2023-02-05,Falta injustificada,0,2,16
4352,678,2022-08-27,Atestado,1,2,16
4353,678,2023-12-18,Atestado,1,1,8
4354,678,2023-12-02,Falta injustificada,0,1,8
4355,679,2023-08-17,Licença curta,1,4,32
4356,679,2022-10-11,Falta injustificada,0,1,8
4357,679,2025-02-20,Atraso,1,0,1
4358,679,2021-07-06,Atestado,1,2,16
4359,679,2025-05-30,Atestado,1,1,8
4360,679,2021-06-13,Atestado,1,2,16
4361,679,2021-11-29,Atestado,1,3,24
4362,679,2022-12-03,Atraso,1,0,1
4363,679,2021-12-09,Atestado,1,1,8
4364,679,2023-03-16,Atestado,1,2,16
4365,679,2023-09-14,Atestado,1,2,16
4366,679,2022-05-31,Licença curta,1,5,40
4367,679,2025-02-08,Atestado,1,3,24
4368,679,2024-04-23,Atestado,1,1,8
4369,679,2020-08-30,Licença curta,1,5,40
4370,679,2021-04-30,Atraso,1,0,1
4371,680,2025-01-09,Atestado,1,3,24
4372,680,2023-03-11,Atestado,1,3,24
4373,680,2024-06-10,Atestado,1,2,16
4374,680,2025-08-19,Licença curta,1,4,32
4375,680,2023-03-04,Falta injustificada,0,2,16
4376,682,2024-05-19,Atraso,1,0,2
4377,682,2025-11-21,Falta injustificada,0,3,24
4378,682,2023-07-21,Licença curta,1,4,32
4379,682,2020-12-19,Atraso,1,0,3
4380,682,2023-05-04,Licença curta,1,3,24
4381,682,2021-11-27,Atestado,1,1,8
4382,682,2023-01-30,Atestado,1,2,16
4383,682,2020-08-20,Falta injustificada,0,1,8
4384,683,2023-07-20,Atestado,1,3,24
4385,683,2024-03-10,Atraso,1,0,2
4386,683,2021-09-11,Atraso,1,0,2
4387,683,2023-04-26,Atestado,1,1,8
4388,683,2023-04-09,Atestado,1,3,24
4389,683,2022-06-18,Atestado,1,2,16
4390,683,2023-10-24,Licença curta,1,5,40
4391,683,2024-05-05,Atestado,1,3,24
4392,684,2024-09-06,Atestado,1,2,16
4393,684,2024-10-12,Atestado,1,3,24
4394,684,2025-02-19,Licença curta,1,2,16
4395,684,2024-11-09,Atestado,1,2,16
4396,684,2025-04-20,Atestado,1,2,16
4397,685,2023-05-16,Atestado,1,3,24
4398,685,2020-09-19,Atraso,1,0,2
4399,685,2021-09-10,Licença curta,1,4,32
4400,685,2023-01-11,Falta injustificada,0,1,8
4401,685,2024-10-30,Licença curta,1,3,24
4402,685,2019-11-03,Atestado,1,2,16
4403,686,2025-02-01,Falta injustificada,0,3,24
4404,686,2024-11-05,Falta injustificada,0,3,24
4405,686,2024-06-12,Licença curta,1,5,40
4406,686,2022-09-13,Atestado,1,2,16
4407,686,2024-02-26,Atestado,1,3,24
4408,686,2023-10-04,Atestado,1,2,16
4409,686,2024-06-20,Atestado,1,2,16
4410,686,2020-06-02,Atraso,1,0,3
4411,686,2022-08-06,Falta injustificada,0,3,24
4412,687,2024-11-24,Atestado,1,2,16
4413,687,2025-05-06,Atraso,1,0,2
4414,688,2023-03-25,Falta injustificada,0,3,24
4415,688,2023-12-19,Atestado,1,3,24
4416,688,2021-11-17,Falta injustificada,0,1,8
4417,688,2024-08-03,Falta injustificada,0,1,8
4418,688,2023-05-28,Atestado,1,3,24
4419,688,2025-08-18,Atraso,1,0,2
4420,688,2024-08-28,Atestado,1,1,8
4421,689,2024-10-24,Licença curta,1,3,24
4422,689,2022-05-11,Atestado,1,3,24
4423,690,2023-04-29,Falta injustificada,0,1,8
4424,690,2020-08-08,Licença curta,1,4,32
4425,690,2021-03-05,Falta injustificada,0,2,16
4426,690,2024-09-24,Atraso,1,0,3
4427,690,2024-01-11,Atestado,1,1,8
4428,690,2024-10-02,Atestado,1,1,8
4429,690,2021-03-30,Falta injustificada,0,1,8
4430,690,2021-07-08,Atestado,1,2,16
4431,691,2023-01-19,Atestado,1,1,8
4432,691,2022-09-16,Atestado,1,1,8
4433,691,2022-10-05,Falta injustificada,0,2,16
4434,691,2022-06-11,Atestado,1,3,24
4435,691,2022-11-16,Atestado,1,1,8
4436,692,2025-10-03,Atestado,1,2,16
4437,692,2019-08-02,Atestado,1,2,16
4438,692,2021-04-25,Atestado,1,2,16
4439,692,2020-08-25,Atestado,1,2,16
4440,692,2025-09-11,Falta injustificada,0,3,24
4441,692,2023-12-13,Licença curta,1,3,24
4442,692,2024-10-28,Atestado,1,3,24
4443,692,2023-10-01,Atestado,1,2,16
4444,692,2022-04-02,Atestado,1,1,8
4445,692,2023-11-16,Atestado,1,1,8
4446,692,2023-02-05,Atraso,1,0,1
4447,693,2025-11-01,Falta injustificada,0,1,8
4448,693,2023-10-19,Atestado,1,2,16
4449,693,2023-02-22,Atestado,1,3,24
4450,694,2024-05-19,Atestado,1,3,24
4451,694,2024-03-17,Falta injustificada,0,3,24
4452,694,2022-05-27,Atestado,1,2,16
4453,694,2024-09-27,Atestado,1,3,24
4454,694,2025-04-16,Atestado,1,1,8
4455,694,2023-03-31,Atestado,1,3,24
4456,694,2022-12-31,Atestado,1,1,8
4457,694,2024-01-26,Atestado,1,2,16
4458,695,2023-05-07,Atestado,1,3,24
4459,695,2021-06-13,Atestado,1,3,24
4460,695,2024-10-19,Atestado,1,2,16
4461,695,2021-11-15,Atestado,1,3,24
4462,695,2022-09-24,Atestado,1,1,8
4463,695,2024-03-29,Atraso,1,0,1
4464,695,2022-06-29,Atestado,1,1,8
4465,695,2022-08-16,Falta injustificada,0,2,16
4466,695,2023-11-18,Licença curta,1,2,16
4467,695,2023-05-06,Atestado,1,2,16
4468,695,2025-02-08,Atestado,1,1,8
4469,695,2023-10-29,Licença curta,1,3,24
4470,697,2025-04-03,Atestado,1,2,16
4471,697,2025-05-26,Atestado,1,3,24
4472,697,2025-07-13,Atraso,1,0,4
4473,697,2024-11-26,Atestado,1,2,16
4474,697,2025-06-12,Falta injustificada,0,1,8
4475,698,2024-01-09,Falta injustificada,0,2,16
4476,699,2025-09-18,Atraso,1,0,3
4477,699,2024-10-15,Licença curta,1,2,16
4478,700,2025-10-26,Licença curta,1,2,16
4479,700,2025-08-26,Falta injustificada,0,3,24
4480,701,2024-11-27,Atraso,1,0,1
4481,701,2021-05-14,Atestado,1,3,24
4482,701,2025-08-20,Falta injustificada,0,2,16
4483,701,2025-04-21,Atraso,1,0,2
4484,701,2025-04-28,Atestado,1,1,8
4485,701,2021-09-13,Atestado,1,2,16
4486,701,2021-07-09,Falta injustificada,0,3,24
4487,701,2023-08-23,Falta injustificada,0,2,16
4488,701,2024-08-24,Falta injustificada,0,2,16
4489,701,2020-11-11,Atestado,1,2,16
4490,701,2024-06-19,Licença curta,1,5,40
4491,701,2023-03-03,Falta injustificada,0,1,8
4492,701,2022-07-01,Atraso,1,0,1
4493,701,2023-03-08,Atestado,1,2,16
4494,702,2025-02-15,Falta injustificada,0,1,8
4495,702,2024-10-13,Atestado,1,2,16
4496,702,2023-08-24,Atestado,1,2,16
4497,702,2023-04-29,Licença curta,1,4,32
4498,702,2024-01-06,Atestado,1,2,16
4499,702,2019-04-08,Falta injustificada,0,1,8
4500,702,2022-10-08,Atestado,1,3,24
4501,703,2024-10-16,Atestado,1,3,24
4502,703,2023-02-02,Falta injustificada,0,1,8
4503,703,2022-09-06,Atestado,1,2,16
4504,703,2025-12-13,Atestado,1,2,16
4505,703,2023-10-01,Atestado,1,3,24
4506,703,2025-03-11,Atestado,1,2,16
4507,703,2022-11-30,Atestado,1,2,16
4508,703,2024-03-21,Atestado,1,1,8
4509,704,2020-07-01,Licença curta,1,5,40
4510,704,2024-04-19,Atraso,1,0,2
4511,704,2023-04-03,Atraso,1,0,1
4512,704,2019-09-13,Falta injustificada,0,3,24
4513,704,2023-04-12,Atestado,1,2,16
4514,705,2025-06-12,Atraso,1,0,4
4515,705,2024-12-14,Falta injustificada,0,3,24
4516,705,2024-09-20,Atraso,1,0,3
4517,705,2023-03-12,Atestado,1,3,24
4518,705,2024-07-23,Atestado,1,1,8
4519,705,2024-09-14,Atestado,1,2,16
4520,705,2025-05-26,Atestado,1,1,8
4521,706,2023-06-07,Atestado,1,2,16
4522,706,2022-08-06,Falta injustificada,0,3,24
4523,706,2021-02-15,Licença curta,1,2,16
4524,706,2022-12-06,Atestado,1,3,24
4525,706,2021-02-17,Atraso,1,0,1
4526,706,2023-11-28,Falta injustificada,0,3,24
4527,707,2024-06-06,Atestado,1,1,8
4528,707,2023-03-11,Falta injustificada,0,1,8
4529,707,2025-03-17,Atestado,1,1,8
4530,708,2020-06-16,Atestado,1,3,24
4531,708,2020-08-31,Falta injustificada,0,3,24
4532,708,2024-07-30,Falta injustificada,0,2,16
4533,708,2022-02-15,Falta injustificada,0,2,16
4534,708,2024-03-07,Atestado,1,3,24
4535,708,2025-12-19,Atestado,1,1,8
4536,708,2024-11-30,Licença curta,1,5,40
4537,708,2019-07-02,Atestado,1,1,8
4538,708,2022-09-15,Atestado,1,2,16
4539,709,2018-10-10,Atraso,1,0,2
4540,709,2019-12-29,Atestado,1,3,24
4541,709,2025-07-01,Falta injustificada,0,1,8
4542,709,2022-08-18,Licença curta,1,2,16
4543,709,2022-02-18,Atestado,1,3,24
4544,710,2024-07-24,Falta injustificada,0,2,16
4545,710,2025-02-11,Atestado,1,1,8
4546,710,2023-11-25,Atraso,1,0,3
4547,710,2024-04-23,Atestado,1,3,24
4548,710,2023-04-25,Licença curta,1,5,40
4549,710,2023-07-10,Atestado,1,1,8
4550,710,2024-05-01,Atestado,1,2,16
4551,711,2025-11-23,Falta injustificada,0,3,24
4552,711,2022-11-12,Atestado,1,3,24
4553,711,2020-09-05,Atestado,1,2,16
4554,711,2025-06-08,Atestado,1,1,8
4555,711,2025-01-11,Atraso,1,0,3
4556,711,2023-03-19,Falta injustificada,0,3,24
4557,711,2022-03-19,Falta injustificada,0,2,16
4558,711,2025-10-03,Falta injustificada,0,3,24
4559,711,2020-08-23,Atestado,1,3,24
4560,711,2024-08-07,Atestado,1,1,8
4561,712,2025-11-18,Atestado,1,2,16
4562,713,2023-12-08,Atestado,1,1,8
4563,713,2024-09-08,Atestado,1,1,8
4564,713,2022-07-06,Atestado,1,2,16
4565,713,2023-02-18,Atraso,1,0,1
4566,713,2023-12-12,Atestado,1,2,16
4567,714,2023-10-19,Atestado,1,3,24
4568,715,2025-12-23,Falta injustificada,0,3,24
4569,716,2020-10-06,Falta injustificada,0,1,8
4570,717,2021-10-11,Atestado,1,1,8
4571,717,2019-07-02,Falta injustificada,0,3,24
4572,717,2022-12-08,Licença curta,1,3,24
4573,717,2020-01-05,Atestado,1,3,24
4574,717,2022-07-10,Atestado,1,3,24
4575,717,2024-06-17,Atestado,1,3,24
4576,717,2024-01-06,Atestado,1,3,24
4577,717,2025-12-21,Falta injustificada,0,2,16
4578,717,2025-05-14,Atestado,1,2,16
4579,717,2024-08-18,Atestado,1,3,24
4580,717,2019-06-09,Atestado,1,2,16
4581,717,2023-02-12,Atestado,1,2,16
4582,717,2023-03-07,Atestado,1,2,16
4583,717,2020-12-30,Atestado,1,2,16
4584,717,2024-11-21,Atestado,1,1,8
4585,718,2025-10-14,Atestado,1,3,24
4586,718,2025-07-13,Atestado,1,3,24
4587,719,2024-06-12,Atestado,1,2,16
4588,719,2024-08-04,Falta injustificada,0,1,8
4589,719,2020-12-14,Atestado,1,3,24
4590,719,2025-07-12,Atestado,1,3,24
4591,719,2023-12-12,Atraso,1,0,2
4592,719,2021-01-02,Atestado,1,1,8
4593,719,2024-03-19,Atestado,1,2,16
4594,719,2023-05-07,Atestado,1,2,16
4595,719,2025-02-19,Atestado,1,3,24
4596,719,2025-04-25,Atestado,1,1,8
4597,719,2021-10-27,Atestado,1,3,24
4598,719,2021-12-10,Atestado,1,3,24
4599,719,2024-01-07,Falta injustificada,0,3,24
4600,719,2024-11-29,Falta injustificada,0,2,16
4601,720,2018-10-05,Licença curta,1,4,32
4602,720,2024-09-27,Atestado,1,3,24
4603,720,2024-01-02,Atestado,1,1,8
4604,720,2022-09-16,Falta injustificada,0,3,24
4605,720,2019-12-23,Licença curta,1,5,40
4606,720,2025-04-22,Atestado,1,1,8
4607,720,2019-08-03,Atestado,1,2,16
4608,720,2020-12-12,Atestado,1,1,8
4609,720,2019-09-28,Falta injustificada,0,3,24
4610,720,2021-09-29,Atestado,1,1,8
4611,721,2021-11-26,Atestado,1,3,24
4612,721,2023-04-06,Atestado,1,3,24
4613,721,2023-04-21,Atraso,1,0,1
4614,721,2022-12-26,Atraso,1,0,4
4615,721,2025-03-23,Atestado,1,1,8
4616,722,2025-10-14,Atestado,1,3,24
4617,722,2025-09-08,Atestado,1,2,16
4618,723,2025-03-23,Atestado,1,3,24
4619,724,2024-04-20,Falta injustificada,0,3,24
4620,724,2025-12-06,Falta injustificada,0,3,24
4621,725,2022-06-13,Atestado,1,3,24
4622,725,2023-04-14,Atestado,1,1,8
4623,725,2023-06-01,Atestado,1,2,16
4624,725,2024-02-02,Falta injustificada,0,2,16
4625,726,2025-01-20,Atraso,1,0,1
4626,726,2024-03-26,Licença curta,1,3,24
4627,727,2024-02-27,Atestado,1,2,16
4628,727,2023-01-17,Atraso,1,0,2
4629,728,2021-06-18,Atestado,1,2,16
4630,728,2022-10-03,Atestado,1,2,16
4631,728,2022-02-26,Atraso,1,0,4
4632,728,2019-06-11,Atestado,1,3,24
4633,728,2023-07-26,Atraso,1,0,2
4634,728,2019-01-11,Atestado,1,2,16
4635,729,2025-11-06,Falta injustificada,0,3,24
4636,729,2025-08-15,Atestado,1,2,16
4637,730,2023-05-09,Atestado,1,1,8
4638,730,2025-11-20,Atestado,1,1,8
4639,730,2025-09-09,Atraso,1,0,4
4640,730,2021-04-07,Falta injustificada,0,1,8
4641,730,2025-08-03,Atraso,1,0,3
4642,730,2025-09-14,Falta injustificada,0,3,24
4643,730,2019-08-27,Atestado,1,3,24
4644,730,2025-02-24,Atestado,1,3,24
4645,730,2023-05-03,Atestado,1,1,8
4646,731,2023-06-24,Atestado,1,3,24
4647,731,2023-01-21,Atestado,1,1,8
4648,731,2024-11-05,Atestado,1,3,24
4649,731,2024-04-20,Atraso,1,0,1
4650,731,2025-06-29,Atraso,1,0,4
4651,731,2022-03-02,Falta injustificada,0,2,16
4652,731,2021-10-13,Falta injustificada,0,3,24
4653,731,2025-01-10,Licença curta,1,5,40
4654,731,2024-10-01,Atestado,1,3,24
4655,732,2025-04-04,Falta injustificada,0,1,8
4656,732,2025-08-18,Falta injustificada,0,2,16
4657,732,2025-04-28,Atestado,1,1,8
4658,732,2025-08-25,Atestado,1,3,24
4659,732,2025-04-08,Atestado,1,2,16
4660,733,2023-05-23,Licença curta,1,4,32
4661,733,2023-01-04,Atraso,1,0,2
4662,733,2022-10-27,Atestado,1,1,8
4663,733,2025-11-19,Falta injustificada,0,2,16
4664,733,2025-03-22,Atestado,1,1,8
4665,734,2025-11-20,Atestado,1,2,16
4666,734,2021-11-01,Atestado,1,1,8
4667,734,2024-04-18,Falta injustificada,0,3,24
4668,734,2020-05-15,Atestado,1,3,24
4669,734,2022-11-02,Atestado,1,1,8
4670,734,2021-11-13,Falta injustificada,0,2,16
4671,734,2019-11-28,Atestado,1,1,8
4672,734,2019-06-27,Falta injustificada,0,3,24
4673,734,2023-09-06,Licença curta,1,5,40
4674,734,2023-06-12,Atestado,1,1,8
4675,734,2023-10-20,Atestado,1,2,16
4676,734,2025-02-23,Atestado,1,1,8
4677,734,2025-12-06,Atestado,1,3,24
4678,734,2025-02-10,Atestado,1,3,24
4679,734,2019-05-23,Atestado,1,2,16
4680,734,2024-07-07,Atestado,1,3,24
4681,735,2021-07-17,Atraso,1,0,3
4682,735,2022-11-06,Atestado,1,2,16
4683,735,2025-11-07,Atestado,1,3,24
4684,735,2025-07-08,Falta injustificada,0,1,8
4685,735,2023-03-31,Atestado,1,2,16
4686,735,2025-03-23,Atestado,1,3,24
4687,735,2024-09-25,Atraso,1,0,1
4688,735,2024-11-06,Atestado,1,2,16
4689,735,2023-08-11,Atraso,1,0,4
4690,737,2021-04-28,Falta injustificada,0,1,8
4691,737,2021-07-26,Atestado,1,2,16
4692,737,2021-03-08,Falta injustificada,0,3,24
4693,737,2021-10-29,Licença curta,1,4,32
4694,737,2024-07-24,Atestado,1,3,24
4695,737,2023-09-28,Licença curta,1,3,24
4696,737,2022-08-28,Licença curta,1,5,40
4697,737,2022-04-15,Atestado,1,2,16
4698,737,2021-01-07,Atraso,1,0,1
4699,737,2023-08-19,Falta injustificada,0,3,24
4700,737,2020-10-05,Atraso,1,0,1
4701,737,2025-01-25,Falta injustificada,0,3,24
4702,737,2025-06-11,Atraso,1,0,1
4703,738,2023-11-17,Atestado,1,2,16
4704,738,2024-06-04,Atestado,1,2,16
4705,738,2024-12-30,Atestado,1,2,16
4706,738,2025-01-11,Atestado,1,3,24
4707,738,2023-12-14,Licença curta,1,4,32
4708,738,2025-11-02,Falta injustificada,0,1,8
4709,738,2023-04-16,Falta injustificada,0,1,8
4710,739,2024-10-16,Falta injustificada,0,2,16
4711,739,2023-05-27,Licença curta,1,3,24
4712,739,2025-10-18,Atestado,1,2,16
4713,739,2024-11-28,Atestado,1,2,16
4714,739,2025-04-30,Falta injustificada,0,2,16
4715,739,2024-03-10,Atestado,1,3,24
4716,739,2023-10-10,Falta injustificada,0,3,24
4717,740,2023-02-09,Atestado,1,2,16
4718,740,2023-11-12,Atestado,1,3,24
4719,740,2023-01-19,Atestado,1,1,8
4720,740,2022-02-13,Atraso,1,0,2
4721,740,2022-03-22,Atraso,1,0,1
4722,740,2023-01-14,Atestado,1,2,16
4723,740,2022-11-03,Atraso,1,0,1
4724,741,2024-02-16,Atestado,1,1,8
4725,741,2020-09-17,Atestado,1,1,8
4726,741,2023-10-29,Atestado,1,2,16
4727,741,2021-05-21,Falta injustificada,0,3,24
4728,741,2020-08-15,Atestado,1,2,16
4729,741,2022-08-06,Atestado,1,3,24
4730,741,2023-05-29,Falta injustificada,0,3,24
4731,741,2025-06-08,Atestado,1,3,24
4732,741,2022-10-31,Falta injustificada,0,2,16
4733,742,2025-01-24,Atestado,1,1,8
4734,742,2023-07-12,Atestado,1,3,24
4735,742,2022-06-22,Atraso,1,0,2
4736,742,2024-11-21,Licença curta,1,4,32
4737,742,2024-07-13,Falta injustificada,0,2,16
4738,742,2023-09-20,Atestado,1,2,16
4739,743,2022-08-20,Atestado,1,1,8
4740,743,2021-12-11,Falta injustificada,0,2,16
4741,743,2019-12-26,Atestado,1,2,16
4742,743,2021-02-16,Atestado,1,1,8
4743,743,2022-10-01,Atestado,1,1,8
4744,743,2020-12-02,Atestado,1,1,8
4745,743,2020-09-25,Atestado,1,1,8
4746,743,2020-04-04,Atestado,1,1,8
4747,744,2024-07-27,Atestado,1,3,24
4748,744,2025-12-21,Atraso,1,0,2
4749,744,2025-11-01,Atestado,1,1,8
4750,745,2025-02-18,Atestado,1,1,8
4751,745,2023-06-28,Atestado,1,2,16
4752,745,2024-01-24,Licença curta,1,2,16
4753,745,2025-09-03,Atestado,1,3,24
4754,745,2022-10-08,Atraso,1,0,2
4755,745,2025-08-24,Atestado,1,1,8
4756,745,2023-07-12,Falta injustificada,0,3,24
4757,745,2021-09-03,Licença curta,1,5,40
4758,746,2024-08-27,Atestado,1,2,16
4759,746,2025-10-19,Falta injustificada,0,1,8
4760,746,2025-02-19,Falta injustificada,0,3,24
4761,747,2024-08-23,Falta injustificada,0,3,24
4762,747,2024-09-04,Atraso,1,0,2
4763,747,2019-07-16,Atestado,1,1,8
4764,747,2023-08-28,Atestado,1,3,24
4765,747,2024-07-05,Atraso,1,0,1
4766,747,2021-06-05,Falta injustificada,0,1,8
4767,747,2021-07-08,Atestado,1,3,24
4768,747,2020-09-11,Atestado,1,3,24
4769,747,2025-12-11,Atraso,1,0,1
4770,748,2023-06-01,Falta injustificada,0,1,8
4771,748,2024-08-07,Atestado,1,1,8
4772,748,2022-04-08,Falta injustificada,0,3,24
4773,748,2023-07-14,Falta injustificada,0,3,24
4774,748,2023-08-07,Atestado,1,1,8
4775,748,2023-02-09,Falta injustificada,0,3,24
4776,749,2025-03-03,Licença curta,1,3,24
4777,751,2025-08-25,Atraso,1,0,3
4778,751,2025-01-12,Falta injustificada,0,1,8
4779,751,2024-10-06,Atestado,1,1,8
4780,752,2021-10-01,Falta injustificada,0,3,24
4781,752,2025-07-13,Atestado,1,2,16
4782,752,2024-03-21,Atestado,1,1,8
4783,752,2025-01-13,Falta injustificada,0,1,8
4784,752,2022-08-04,Atestado,1,3,24
4785,752,2019-11-01,Atestado,1,1,8
4786,752,2024-05-18,Atraso,1,0,1
4787,752,2020-04-26,Atestado,1,2,16
4788,752,2019-12-13,Atestado,1,2,16
4789,752,2021-03-24,Atestado,1,1,8
4790,752,2025-02-04,Atestado,1,3,24
4791,752,2021-06-04,Atraso,1,0,1
4792,752,2025-09-21,Atraso,1,0,1
4793,752,2024-06-23,Atestado,1,2,16
4794,752,2025-05-25,Falta injustificada,0,1,8
4795,753,2025-08-15,Atestado,1,1,8
4796,753,2025-08-28,Atraso,1,0,1
4797,753,2024-12-17,Atestado,1,3,24
4798,754,2025-06-07,Atestado,1,1,8
4799,754,2023-02-21,Atestado,1,2,16
4800,754,2023-05-09,Atestado,1,2,16
4801,754,2022-04-19,Falta injustificada,0,2,16
4802,754,2025-09-26,Atestado,1,3,24
4803,754,2023-07-02,Atestado,1,3,24
4804,754,2023-09-05,Falta injustificada,0,2,16
4805,754,2023-02-09,Licença curta,1,4,32
4806,755,2021-03-09,Atestado,1,3,24
4807,755,2024-05-23,Atestado,1,3,24
4808,755,2021-07-24,Atestado,1,3,24
4809,755,2023-01-13,Atestado,1,1,8
4810,755,2020-02-22,Atraso,1,0,1
4811,755,2023-07-27,Atestado,1,1,8
4812,755,2021-09-05,Atestado,1,3,24
4813,755,2023-05-18,Licença curta,1,5,40
4814,755,2019-12-06,Falta injustificada,0,1,8
4815,756,2018-10-30,Atestado,1,2,16
4816,756,2025-08-22,Atestado,1,2,16
4817,756,2019-02-26,Falta injustificada,0,2,16
4818,756,2021-12-07,Atestado,1,3,24
4819,756,2025-10-18,Atestado,1,3,24
4820,756,2020-02-22,Falta injustificada,0,1,8
4821,756,2019-04-25,Falta injustificada,0,1,8
4822,756,2020-06-26,Falta injustificada,0,2,16
4823,756,2023-09-21,Atestado,1,2,16
4824,756,2021-09-06,Atraso,1,0,2
4825,756,2024-01-16,Atestado,1,2,16
4826,757,2025-05-08,Atestado,1,3,24
4827,757,2025-08-17,Atestado,1,3,24
4828,758,2022-01-02,Atestado,1,3,24
4829,758,2024-08-05,Atestado,1,1,8
4830,758,2022-08-23,Atraso,1,0,1
4831,758,2021-09-14,Atraso,1,0,1
4832,758,2021-11-26,Atraso,1,0,4
4833,758,2023-01-18,Atestado,1,1,8
4834,758,2021-09-17,Atraso,1,0,2
4835,758,2024-03-31,Atraso,1,0,2
4836,759,2025-12-03,Atestado,1,1,8
4837,760,2025-08-28,Atraso,1,0,3
4838,760,2025-10-16,Atestado,1,2,16
4839,760,2025-11-05,Atestado,1,2,16
4840,761,2025-09-19,Atraso,1,0,4
4841,761,2025-06-02,Atraso,1,0,2
4842,761,2022-11-09,Atestado,1,1,8
