id_hora_extra,id_colaborador,data_hora_extra,horas_extras,horas_banco,tipo_lancamento
4995,703,2023-06-12,2.01,2.01,Banco de horas positivo
4996,703,2023-01-16,3.95,3.95,Banco de horas positivo
4997,703,2025-02-11,2.32,2.32,Banco de horas positivo
4998,704,2025-09-07,2.92,0.0,Hora extra paga
4999,704,2024-04-29,1.48,0.0,Hora extra paga
5000,704,2025-03-06,12.0,12.0,Banco de horas positivo
5001,705,2023-06-23,3.45,0.0,Hora extra paga
5002,705,2023-10-31,1.74,0.0,Compensação
5003,705,2024-09-26,7.18,7.18,Banco de horas positivo
5004,705,2024-02-11,4.86,0.0,Hora extra paga
5005,705,2025-08-05,3.64,3.64,Banco de horas positivo
5006,705,2023-07-09,0.91,0.0,Hora extra paga
5007,705,2025-08-26,5.91,0.0,Hora extra paga
5008,705,2023-02-21,2.01,2.01,Banco de horas positivo
5009,706,2022-10-08,0.47,0.47,Banco de horas positivo
5010,706,2025-02-19,2.32,0.0,Hora extra paga
5011,707,2025-06-19,1.75,1.75,Banco de horas positivo
5012,707,2025-03-05,0.97,0.0,Hora extra paga
5013,707,2023-11-20,1.28,1.28,Banco de horas positivo
5014,707,2023-09-06,2.95,2.95,Banco de horas positivo
5015,707,2024-01-20,5.64,5.64,Banco de horas positivo
5016,707,2022-10-06,6.23,0.0,Hora extra paga
5017,707,2023-09-13,3.1,3.1,Banco de horas positivo
5018,707,2023-05-14,1.45,1.45,Banco de horas positivo
5019,707,2024-08-05,5.7,5.7,Banco de horas positivo
5020,707,2024-12-28,3.18,0.0,Compensação
5021,707,2023-02-08,6.83,0.0,Hora extra paga
5022,707,2025-02-21,3.83,3.83,Banco de horas positivo
5023,707,2024-05-27,0.87,0.87,Banco de horas positivo
5024,708,2024-11-29,2.75,0.0,Hora extra paga
5025,708,2020-03-21,1.09,0.0,Hora extra paga
5026,708,2019-12-22,4.27,0.0,Hora extra paga
5027,708,2021-02-01,6.06,0.0,Hora extra paga
5028,708,2021-06-26,7.89,7.89,Banco de horas positivo
5029,708,2019-05-18,1.08,1.08,Banco de horas positivo
5030,708,2021-05-25,2.82,0.0,Hora extra paga
5031,708,2024-12-19,4.29,0.0,Hora extra paga
5032,708,2024-09-06,2.37,0.0,Hora extra paga
5033,709,2022-03-06,9.98,0.0,Hora extra paga
5034,709,2023-03-21,0.93,0.0,Hora extra paga
5035,709,2024-05-11,1.48,0.0,Hora extra paga
5036,709,2019-08-17,1.77,0.0,Hora extra paga
5037,709,2019-04-07,5.89,5.89,Banco de horas positivo
5038,709,2024-10-29,2.98,0.0,Hora extra paga
5039,709,2021-02-06,0.36,0.0,Hora extra paga
5040,709,2025-03-08,8.85,0.0,Hora extra paga
5041,710,2025-08-16,1.59,0.0,Hora extra paga
5042,710,2025-11-21,1.48,1.48,Banco de horas positivo
5043,710,2023-04-26,2.2,2.2,Banco de horas positivo
5044,710,2024-05-30,2.47,0.0,Compensação
5045,710,2024-10-03,1.61,0.0,Hora extra paga
5046,711,2020-04-04,4.68,0.0,Hora extra paga
5047,711,2020-05-20,2.15,0.0,Hora extra paga
5048,711,2022-01-01,4.68,0.0,Hora extra paga
5049,711,2021-04-24,0.4,0.0,Hora extra paga
5050,711,2025-02-14,4.24,0.0,Hora extra paga
5051,711,2025-05-18,2.96,0.0,Hora extra paga
5052,711,2020-08-28,2.53,0.0,Compensação
5053,711,2024-04-14,5.36,0.0,Hora extra paga
5054,712,2025-08-17,3.94,0.0,Hora extra paga
5055,713,2023-03-27,3.92,3.92,Banco de horas positivo
5056,713,2025-07-19,2.64,0.0,Hora extra paga
5057,713,2024-10-15,8.14,0.0,Hora extra paga
5058,713,2024-10-11,4.99,0.0,Compensação
5059,714,2025-03-04,8.31,0.0,Hora extra paga
5060,714,2020-12-09,4.26,4.26,Banco de horas positivo
5061,714,2021-02-02,1.73,1.73,Banco de horas positivo
5062,714,2022-10-20,1.67,1.67,Banco de horas positivo
5063,717,2020-04-19,2.69,2.69,Banco de horas positivo
5064,717,2022-10-22,3.39,0.0,Hora extra paga
5065,717,2024-12-14,2.03,0.0,Hora extra paga
5066,717,2025-05-02,3.39,0.0,Hora extra paga
5067,717,2019-07-12,6.45,0.0,Hora extra paga
5068,717,2024-07-04,5.04,0.0,Hora extra paga
5069,717,2019-06-06,7.73,7.73,Banco de horas positivo
5070,717,2022-11-13,3.11,0.0,Hora extra paga
5071,717,2021-06-26,3.56,0.0,Hora extra paga
5072,717,2020-09-18,1.85,0.0,Hora extra paga
5073,717,2023-09-21,2.35,2.35,Banco de horas positivo
5074,717,2019-07-09,3.01,3.01,Banco de horas positivo
5075,717,2020-08-28,2.14,2.14,Banco de horas positivo
5076,717,2020-08-30,5.25,0.0,Hora extra paga
5077,717,2025-10-01,3.29,0.0,Hora extra paga
5078,717,2021-12-31,1.37,1.37,Banco de horas positivo
5079,719,2020-12-19,3.75,0.0,Hora extra paga
5080,719,2020-03-10,2.22,0.0,Hora extra paga
5081,719,2022-11-11,6.0,0.0,Hora extra paga
5082,719,2021-06-25,3.01,0.0,Hora extra paga
5083,719,2025-05-23,4.35,4.35,Banco de horas positivo
5084,719,2023-07-10,5.74,0.0,Hora extra paga
5085,719,2021-07-31,6.61,6.61,Banco de horas positivo
5086,719,2023-08-10,1.47,1.47,Banco de horas positivo
5087,719,2023-12-29,2.31,0.0,Hora extra paga
5088,719,2021-06-07,4.11,0.0,Hora extra paga
5089,719,2022-10-20,2.42,2.42,Banco de horas positivo
5090,719,2024-11-09,4.06,4.06,Banco de horas positivo
5091,719,2020-07-19,3.85,3.85,Banco de horas positivo
5092,719,2020-09-25,5.44,5.44,Banco de horas positivo
5093,719,2023-10-02,1.25,1.25,Banco de horas positivo
5094,719,2021-03-16,1.63,1.63,Banco de horas positivo
5095,719,2025-09-15,0.42,0.42,Banco de horas positivo
5096,719,2021-06-14,1.24,0.0,Hora extra paga
5097,719,2020-07-20,8.76,0.0,Hora extra paga
5098,719,2023-04-02,6.25,0.0,Hora extra paga
5099,719,2023-10-01,7.21,0.0,Hora extra paga
5100,719,2020-10-03,12.0,0.0,Hora extra paga
5101,719,2021-08-05,4.63,0.0,Hora extra paga
5102,719,2023-06-07,4.28,4.28,Banco de horas positivo
5103,719,2022-06-15,6.12,6.12,Banco de horas positivo
5104,720,2023-09-02,0.64,0.0,Compensação
5105,720,2020-10-25,3.97,3.97,Banco de horas positivo
5106,720,2022-12-28,2.36,0.0,Hora extra paga
5107,720,2019-04-13,12.0,0.0,Compensação
5108,720,2022-05-07,10.71,0.0,Hora extra paga
5109,721,2024-12-02,0.68,0.0,Hora extra paga
5110,721,2025-06-21,4.95,0.0,Hora extra paga
5111,723,2025-09-11,4.24,0.0,Hora extra paga
5112,724,2025-05-25,3.65,3.65,Banco de horas positivo
5113,724,2024-07-31,1.13,1.13,Banco de horas positivo
5114,724,2025-01-25,4.84,4.84,Banco de horas positivo
5115,724,2025-02-17,2.68,0.0,Hora extra paga
5116,724,2024-05-25,3.98,0.0,Hora extra paga
5117,725,2023-10-26,4.78,0.0,Hora extra paga
5118,725,2019-10-09,1.13,0.0,Compensação
5119,725,2021-04-26,4.67,0.0,Hora extra paga
5120,725,2022-10-18,1.23,1.23,Banco de horas positivo
5121,725,2024-08-07,1.84,1.84,Banco de horas positivo
5122,725,2023-05-20,12.0,12.0,Banco de horas positivo
5123,725,2021-08-20,2.88,0.0,Hora extra paga
5124,726,2024-05-19,1.84,0.0,Hora extra paga
5125,727,2024-01-10,2.8,0.0,Hora extra paga
5126,727,2023-09-18,3.53,3.53,Banco de horas positivo
5127,727,2025-04-10,4.91,4.91,Banco de horas positivo
5128,727,2024-10-08,5.63,0.0,Hora extra paga
5129,727,2023-03-16,4.7,0.0,Hora extra paga
5130,727,2025-01-04,5.36,0.0,Hora extra paga
5131,728,2018-07-08,1.76,0.0,Hora extra paga
5132,728,2021-12-28,9.01,9.01,Banco de horas positivo
5133,728,2020-05-07,8.89,8.89,Banco de horas positivo
5134,728,2021-07-13,10.63,0.0,Hora extra paga
5135,728,2020-04-12,1.2,0.0,Compensação
5136,728,2023-05-18,8.1,0.0,Hora extra paga
5137,730,2023-07-30,7.41,0.0,Hora extra paga
5138,730,2019-10-07,2.37,0.0,Hora extra paga
5139,730,2022-11-12,3.81,3.81,Banco de horas positivo
5140,730,2025-11-06,3.73,0.0,Hora extra paga
5141,730,2022-01-09,4.52,4.52,Banco de horas positivo
5142,730,2023-10-20,1.11,0.0,Compensação
5143,730,2021-07-06,5.4,0.0,Hora extra paga
5144,730,2019-09-19,2.2,0.0,Compensação
5145,730,2022-07-02,2.88,2.88,Banco de horas positivo
5146,730,2023-01-29,1.22,1.22,Banco de horas positivo
5147,730,2022-12-18,8.96,0.0,Hora extra paga
5148,730,2021-06-08,1.59,0.0,Hora extra paga
5149,730,2025-04-23,2.76,2.76,Banco de horas positivo
5150,730,2024-03-20,10.8,0.0,Hora extra paga
5151,731,2024-11-03,12.0,0.0,Hora extra paga
5152,731,2022-09-12,5.4,0.0,Hora extra paga
5153,731,2023-08-29,0.52,0.0,Hora extra paga
5154,731,2023-08-08,5.12,0.0,Hora extra paga
5155,731,2022-04-21,1.66,0.0,Hora extra paga
5156,731,2022-03-23,7.71,0.0,Hora extra paga
5157,731,2023-10-14,4.15,0.0,Hora extra paga
5158,731,2023-04-14,2.3,0.0,Hora extra paga
5159,732,2025-05-02,5.82,0.0,Hora extra paga
5160,732,2025-07-16,2.75,0.0,Hora extra paga
5161,733,2022-11-20,2.44,2.44,Banco de horas positivo
5162,733,2023-05-26,1.76,0.0,Hora extra paga
5163,733,2025-06-30,8.53,0.0,Hora extra paga
5164,733,2023-12-29,7.19,7.19,Banco de horas positivo
5165,733,2025-04-16,2.25,2.25,Banco de horas positivo
5166,733,2025-05-16,8.28,0.0,Hora extra paga
5167,733,2023-09-01,1.73,1.73,Banco de horas positivo
5168,733,2025-03-17,1.98,0.0,Hora extra paga
5169,734,2019-06-10,2.79,0.0,Hora extra paga
5170,734,2020-11-24,5.71,0.0,Hora extra paga
5171,734,2025-03-26,2.22,0.0,Hora extra paga
5172,734,2025-10-16,5.12,0.0,Hora extra paga
5173,734,2023-11-08,4.95,0.0,Hora extra paga
5174,734,2023-05-14,6.99,0.0,Hora extra paga
5175,734,2023-09-20,12.0,0.0,Hora extra paga
5176,734,2019-03-06,5.99,0.0,Hora extra paga
5177,734,2022-12-21,3.84,0.0,Hora extra paga
5178,734,2021-12-02,4.34,4.34,Banco de horas positivo
5179,734,2022-06-07,7.73,7.73,Banco de horas positivo
5180,734,2021-02-09,0.91,0.0,Hora extra paga
5181,735,2024-02-17,6.14,0.0,Hora extra paga
5182,735,2021-09-01,3.42,0.0,Compensação
5183,735,2023-04-29,8.83,8.83,Banco de horas positivo
5184,735,2025-09-25,5.91,0.0,Hora extra paga
5185,735,2022-08-21,4.66,0.0,Hora extra paga
5186,735,2022-08-24,5.99,0.0,Hora extra paga
5187,735,2021-08-04,1.43,1.43,Banco de horas positivo
5188,735,2025-10-15,2.39,0.0,Hora extra paga
5189,735,2025-02-27,4.04,0.0,Hora extra paga
5190,735,2025-01-13,4.53,0.0,Hora extra paga
5191,735,2023-07-09,1.89,1.89,Banco de horas positivo
5192,735,2021-08-20,9.2,0.0,Hora extra paga
5193,735,2021-05-27,1.21,0.0,Hora extra paga
5194,735,2021-10-17,3.87,3.87,Banco de horas positivo
5195,735,2024-09-13,4.08,0.0,Compensação
5196,736,2025-10-31,1.89,0.0,Hora extra paga
5197,736,2025-09-01,1.1,0.0,Hora extra paga
5198,736,2025-07-27,3.41,0.0,Hora extra paga
5199,737,2022-03-24,0.94,0.0,Compensação
5200,737,2023-09-08,7.12,0.0,Hora extra paga
5201,737,2025-12-08,5.03,5.03,Banco de horas positivo
5202,737,2023-04-17,9.78,0.0,Hora extra paga
5203,737,2024-07-10,0.68,0.0,Hora extra paga
5204,737,2022-11-28,0.58,0.58,Banco de horas positivo
5205,737,2020-05-30,3.15,0.0,Hora extra paga
5206,737,2024-02-13,3.04,3.04,Banco de horas positivo
5207,737,2021-04-29,3.01,0.0,Hora extra paga
5208,737,2020-05-08,8.06,8.06,Banco de horas positivo
5209,737,2022-01-18,5.99,0.0,Hora extra paga
5210,737,2019-12-12,3.27,3.27,Banco de horas positivo
5211,737,2021-06-13,3.2,0.0,Hora extra paga
5212,737,2025-06-06,0.42,0.42,Banco de horas positivo
5213,737,2022-05-01,2.52,0.0,Hora extra paga
5214,737,2020-01-09,3.68,0.0,Hora extra paga
5215,737,2022-11-22,4.03,0.0,Compensação
5216,737,2021-07-13,1.83,0.0,Hora extra paga
5217,737,2025-05-22,2.99,0.0,Hora extra paga
5218,737,2024-08-21,1.49,0.0,Hora extra paga
5219,737,2022-04-09,0.97,0.97,Banco de horas positivo
5220,737,2024-08-31,3.27,3.27,Banco de horas positivo
5221,737,2021-06-09,7.07,0.0,Compensação
5222,737,2025-08-22,3.69,0.0,Hora extra paga
5223,737,2021-01-29,1.78,1.78,Banco de horas positivo
5224,738,2023-12-25,7.43,7.43,Banco de horas positivo
5225,738,2023-12-16,2.4,2.4,Banco de horas positivo
5226,738,2024-01-09,4.68,4.68,Banco de horas positivo
5227,738,2025-01-17,3.59,3.59,Banco de horas positivo
5228,738,2023-02-26,1.5,0.0,Compensação
5229,738,2025-06-21,3.2,0.0,Hora extra paga
5230,738,2025-10-01,1.41,0.0,Hora extra paga
5231,738,2023-10-17,1.13,1.13,Banco de horas positivo
5232,739,2024-12-27,1.99,0.0,Hora extra paga
5233,739,2024-03-20,7.3,0.0,Compensação
5234,739,2025-07-22,0.41,0.41,Banco de horas positivo
5235,739,2023-12-03,2.37,0.0,Hora extra paga
5236,740,2021-07-09,7.68,0.0,Hora extra paga
5237,740,2023-09-16,3.85,3.85,Banco de horas positivo
5238,740,2021-08-25,5.19,0.0,Hora extra paga
5239,740,2023-09-29,0.81,0.81,Banco de horas positivo
5240,740,2024-03-05,2.62,0.0,Hora extra paga
5241,740,2023-08-27,4.45,0.0,Hora extra paga
5242,740,2022-11-09,0.55,0.0,Hora extra paga
5243,741,2024-06-14,2.01,2.01,Banco de horas positivo
5244,741,2024-10-17,4.28,0.0,Hora extra paga
5245,741,2025-05-19,3.84,3.84,Banco de horas positivo
5246,741,2025-09-12,6.62,6.62,Banco de horas positivo
5247,741,2024-04-02,3.71,0.0,Hora extra paga
5248,742,2024-12-31,1.32,1.32,Banco de horas positivo
5249,742,2025-02-10,6.59,6.59,Banco de horas positivo
5250,742,2025-06-24,1.9,1.9,Banco de horas positivo
5251,742,2021-08-14,6.54,0.0,Hora extra paga
5252,742,2024-10-16,4.27,0.0,Hora extra paga
5253,742,2022-07-28,6.12,0.0,Hora extra paga
5254,742,2022-07-27,2.77,0.0,Hora extra paga
5255,743,2021-11-01,10.5,0.0,Hora extra paga
5256,743,2022-01-03,8.4,0.0,Compensação
5257,743,2023-04-13,6.86,0.0,Hora extra paga
5258,743,2023-10-24,0.9,0.0,Hora extra paga
5259,743,2020-07-23,4.4,0.0,Hora extra paga
5260,743,2022-06-10,6.71,0.0,Compensação
5261,743,2021-11-08,1.06,0.0,Hora extra paga
5262,743,2021-07-19,3.09,0.0,Hora extra paga
5263,743,2023-04-17,2.78,2.78,Banco de horas positivo
5264,743,2020-07-06,2.59,2.59,Banco de horas positivo
5265,743,2020-10-17,8.5,0.0,Hora extra paga
5266,744,2025-11-27,3.28,0.0,Hora extra paga
5267,744,2024-10-10,1.36,0.0,Hora extra paga
5268,745,2022-02-12,3.67,3.67,Banco de horas positivo
5269,745,2025-06-14,4.88,0.0,Hora extra paga
5270,745,2022-10-26,2.13,0.0,Hora extra paga
5271,745,2025-10-15,1.56,0.0,Hora extra paga
5272,745,2023-05-02,4.86,0.0,Hora extra paga
5273,745,2024-07-03,4.38,0.0,Hora extra paga
5274,745,2025-09-08,1.37,0.0,Hora extra paga
5275,745,2024-01-13,5.88,0.0,Hora extra paga
5276,745,2022-04-02,3.0,0.0,Hora extra paga
5277,745,2024-03-29,0.32,0.0,Hora extra paga
5278,746,2024-09-21,4.3,0.0,Hora extra paga
5279,746,2025-08-25,1.2,1.2,Banco de horas positivo
5280,746,2025-02-14,3.87,3.87,Banco de horas positivo
5281,746,2024-12-05,4.13,0.0,Hora extra paga
5282,746,2024-06-08,6.13,0.0,Hora extra paga
5283,747,2025-11-04,4.21,4.21,Banco de horas positivo
5284,747,2023-05-31,3.54,0.0,Hora extra paga
5285,747,2024-11-05,6.51,0.0,Hora extra paga
5286,747,2024-12-04,6.49,0.0,Hora extra paga
5287,747,2019-12-28,1.85,1.85,Banco de horas positivo
5288,747,2019-10-31,5.67,0.0,Hora extra paga
5289,747,2022-12-13,1.68,1.68,Banco de horas positivo
5290,747,2021-09-07,2.92,0.0,Hora extra paga
5291,747,2019-01-15,0.9,0.0,Hora extra paga
5292,747,2020-12-03,2.55,2.55,Banco de horas positivo
5293,747,2022-01-25,1.35,0.0,Hora extra paga
5294,748,2023-03-18,3.53,0.0,Hora extra paga
5295,748,2024-11-12,11.34,11.34,Banco de horas positivo
5296,748,2022-05-29,2.26,2.26,Banco de horas positivo
5297,748,2024-11-19,2.44,0.0,Compensação
5298,748,2024-10-22,0.58,0.58,Banco de horas positivo
5299,748,2023-03-12,2.28,0.0,Hora extra paga
5300,749,2025-07-05,0.71,0.71,Banco de horas positivo
5301,750,2025-04-27,4.45,0.0,Hora extra paga
5302,751,2025-06-04,1.84,0.0,Compensação
5303,751,2025-03-10,7.53,7.53,Banco de horas positivo
5304,751,2025-08-14,1.77,0.0,Hora extra paga
5305,751,2024-10-21,7.5,7.5,Banco de horas positivo
5306,752,2021-08-21,3.55,0.0,Hora extra paga
5307,752,2021-06-02,5.12,5.12,Banco de horas positivo
5308,752,2023-07-21,4.96,0.0,Hora extra paga
5309,752,2022-03-14,1.79,1.79,Banco de horas positivo
5310,752,2024-05-04,1.49,1.49,Banco de horas positivo
5311,752,2024-01-21,5.76,5.76,Banco de horas positivo
5312,752,2019-03-04,6.05,0.0,Hora extra paga
5313,752,2021-10-30,1.88,0.0,Hora extra paga
5314,752,2020-01-27,2.65,2.65,Banco de horas positivo
5315,752,2021-08-15,3.21,0.0,Hora extra paga
5316,752,2019-02-09,3.21,0.0,Hora extra paga
5317,752,2025-10-19,0.5,0.5,Banco de horas positivo
5318,753,2024-06-13,4.01,0.0,Compensação
5319,753,2024-09-24,9.63,9.63,Banco de horas positivo
5320,753,2025-05-24,1.9,0.0,Hora extra paga
5321,754,2022-06-25,6.49,0.0,Compensação
5322,754,2025-01-06,2.33,0.0,Hora extra paga
5323,754,2020-07-29,6.58,0.0,Hora extra paga
5324,754,2022-05-29,5.4,5.4,Banco de horas positivo
5325,754,2021-10-01,3.15,3.15,Banco de horas positivo
5326,755,2022-07-16,1.59,0.0,Hora extra paga
5327,755,2019-08-05,1.51,0.0,Compensação
5328,755,2022-01-04,4.01,0.0,Hora extra paga
5329,755,2021-01-24,1.14,1.14,Banco de horas positivo
5330,756,2019-12-19,8.96,0.0,Compensação
5331,756,2018-07-15,1.12,0.0,Hora extra paga
5332,756,2021-01-12,10.04,10.04,Banco de horas positivo
5333,756,2018-11-08,0.97,0.0,Hora extra paga
5334,756,2025-06-10,2.18,0.0,Compensação
5335,756,2020-01-02,1.87,0.0,Hora extra paga
5336,756,2020-09-13,12.0,0.0,Hora extra paga
5337,756,2019-01-18,4.37,4.37,Banco de horas positivo
5338,757,2025-04-03,1.2,0.0,Hora extra paga
5339,758,2024-06-26,5.18,5.18,Banco de horas positivo
5340,758,2022-10-28,0.79,0.79,Banco de horas positivo
5341,758,2023-05-09,6.68,0.0,Hora extra paga
5342,758,2023-06-01,1.29,0.0,Hora extra paga
5343,758,2021-07-30,3.45,0.0,Hora extra paga
5344,758,2020-11-12,3.45,0.0,Compensação
5345,758,2022-05-01,2.69,0.0,Hora extra paga
5346,758,2022-05-24,3.28,3.28,Banco de horas positivo
5347,758,2021-03-13,2.95,0.0,Hora extra paga
5348,758,2020-12-08,0.24,0.0,Hora extra paga
5349,758,2021-02-21,2.31,0.0,Hora extra paga
5350,758,2024-10-16,3.29,0.0,Hora extra paga
5351,758,2024-09-11,8.58,0.0,Hora extra paga
5352,759,2025-09-08,5.91,0.0,Hora extra paga
5353,759,2025-12-17,9.27,9.27,Banco de horas positivo
5354,759,2025-10-27,2.19,0.0,Hora extra paga
5355,759,2025-12-24,1.81,1.81,Banco de horas positivo
5356,759,2025-05-17,1.15,0.0,Hora extra paga
5357,759,2025-02-18,3.88,3.88,Banco de horas positivo
5358,761,2024-07-07,11.11,11.11,Banco de horas positivo
5359,761,2022-07-21,8.4,8.4,Banco de horas positivo
5360,761,2022-03-29,4.12,0.0,Hora extra paga
5361,761,2022-11-12,1.92,0.0,Hora extra paga
5362,761,2023-06-06,1.14,1.14,Banco de horas positivo
5363,761,2025-09-22,4.36,4.36,Banco de horas positivo
5364,763,2022-05-17,3.27,0.0,Hora extra paga
5365,763,2025-11-10,1.58,0.0,Hora extra paga
5366,763,2020-07-11,2.47,0.0,Hora extra paga
5367,763,2020-05-07,1.62,1.62,Banco de horas positivo
5368,763,2025-02-04,7.48,0.0,Compensação
5369,763,2023-02-25,2.25,2.25,Banco de horas positivo
5370,763,2020-10-15,3.75,0.0,Hora extra paga
5371,763,2021-04-20,4.9,0.0,Hora extra paga
5372,763,2021-04-19,4.23,4.23,Banco de horas positivo
5373,763,2022-10-15,2.41,0.0,Hora extra paga
5374,763,2025-10-13,2.46,2.46,Banco de horas positivo
5375,763,2024-11-26,2.5,2.5,Banco de horas positivo
5376,763,2019-12-31,4.24,0.0,Hora extra paga
5377,763,2025-12-09,6.02,0.0,Hora extra paga
5378,763,2025-01-02,1.49,0.0,Compensação
5379,763,2021-05-17,2.9,0.0,Hora extra paga
5380,765,2025-08-31,9.59,9.59,Banco de horas positivo
5381,766,2019-06-28,7.8,7.8,Banco de horas positivo
5382,767,2021-12-04,1.84,0.0,Hora extra paga
5383,767,2025-05-06,11.91,0.0,Hora extra paga
5384,767,2025-09-22,0.28,0.0,Hora extra paga
5385,767,2023-09-18,3.29,0.0,Hora extra paga
5386,767,2022-10-10,2.38,0.0,Hora extra paga
5387,767,2021-08-22,7.98,0.0,Hora extra paga
5388,767,2021-07-09,0.98,0.0,Hora extra paga
5389,767,2021-06-27,5.5,5.5,Banco de horas positivo
5390,767,2022-08-02,7.66,0.0,Hora extra paga
5391,769,2025-06-06,0.57,0.0,Hora extra paga
5392,770,2024-12-30,1.17,1.17,Banco de horas positivo
5393,770,2022-10-13,3.92,3.92,Banco de horas positivo
5394,770,2021-01-19,5.21,5.21,Banco de horas positivo
5395,770,2021-07-07,0.09,0.0,Hora extra paga
5396,770,2022-09-07,6.09,6.09,Banco de horas positivo
5397,770,2019-08-05,3.24,0.0,Compensação
5398,770,2022-05-29,3.48,3.48,Banco de horas positivo
5399,771,2025-08-27,1.4,0.0,Hora extra paga
5400,771,2025-05-20,1.83,1.83,Banco de horas positivo
5401,771,2025-07-16,9.19,0.0,Hora extra paga
5402,771,2022-12-18,1.4,0.0,Hora extra paga
5403,772,2021-12-04,4.52,4.52,Banco de horas positivo
5404,772,2022-08-14,4.15,0.0,Hora extra paga
5405,772,2021-09-21,10.61,10.61,Banco de horas positivo
5406,772,2021-09-29,1.3,0.0,Hora extra paga
5407,772,2022-12-09,2.65,0.0,Hora extra paga
5408,773,2025-07-10,4.53,0.0,Hora extra paga
5409,773,2024-12-10,4.03,4.03,Banco de horas positivo
5410,773,2023-05-06,3.15,0.0,Hora extra paga
5411,773,2023-04-20,4.65,0.0,Hora extra paga
5412,773,2023-09-28,4.44,0.0,Hora extra paga
5413,773,2024-01-21,2.53,2.53,Banco de horas positivo
5414,773,2024-04-09,4.02,0.0,Hora extra paga
5415,773,2024-09-03,2.06,0.0,Hora extra paga
5416,773,2024-05-29,1.77,0.0,Hora extra paga
5417,773,2023-06-24,3.33,0.0,Hora extra paga
5418,773,2025-02-16,1.13,0.0,Hora extra paga
5419,775,2024-06-02,2.72,0.0,Compensação
5420,775,2023-06-27,5.25,0.0,Hora extra paga
5421,775,2022-07-24,0.55,0.55,Banco de horas positivo
5422,775,2024-12-10,5.56,0.0,Hora extra paga
5423,775,2022-05-07,2.33,0.0,Hora extra paga
5424,775,2023-02-12,3.4,0.0,Hora extra paga
5425,775,2025-05-05,0.94,0.94,Banco de horas positivo
5426,775,2024-07-08,7.04,7.04,Banco de horas positivo
5427,775,2024-10-17,0.93,0.93,Banco de horas positivo
5428,776,2021-08-05,4.06,4.06,Banco de horas positivo
5429,776,2020-04-26,1.2,0.0,Hora extra paga
5430,776,2021-05-22,4.9,0.0,Hora extra paga
5431,776,2020-01-31,9.19,0.0,Compensação
5432,776,2020-01-18,2.52,0.0,Hora extra paga
5433,776,2023-06-14,8.81,8.81,Banco de horas positivo
5434,776,2022-05-05,3.16,0.0,Compensação
5435,776,2024-01-28,2.57,0.0,Hora extra paga
5436,776,2024-05-02,1.56,1.56,Banco de horas positivo
5437,776,2021-03-18,1.11,1.11,Banco de horas positivo
5438,776,2020-06-23,0.83,0.83,Banco de horas positivo
5439,776,2023-09-25,3.88,0.0,Hora extra paga
5440,777,2024-03-26,4.18,0.0,Hora extra paga
5441,777,2025-06-05,0.81,0.81,Banco de horas positivo
5442,777,2023-04-22,12.0,0.0,Hora extra paga
5443,777,2023-03-10,7.09,7.09,Banco de horas positivo
5444,777,2025-01-12,5.22,0.0,Hora extra paga
5445,777,2025-09-27,2.9,0.0,Hora extra paga
5446,778,2024-03-29,3.26,0.0,Hora extra paga
5447,778,2025-09-09,5.14,0.0,Hora extra paga
5448,778,2022-06-02,4.95,0.0,Hora extra paga
5449,778,2019-03-30,1.62,1.62,Banco de horas positivo
5450,778,2019-07-31,8.87,8.87,Banco de horas positivo
5451,778,2019-12-25,2.47,0.0,Hora extra paga
5452,778,2024-06-16,2.37,2.37,Banco de horas positivo
5453,778,2021-08-20,5.37,0.0,Hora extra paga
5454,778,2020-06-09,2.29,0.0,Hora extra paga
5455,778,2022-08-25,3.92,0.0,Hora extra paga
5456,780,2020-01-11,1.66,0.0,Hora extra paga
5457,780,2020-03-07,1.69,0.0,Hora extra paga
5458,780,2025-01-23,4.0,0.0,Hora extra paga
5459,780,2022-04-25,2.65,2.65,Banco de horas positivo
5460,780,2025-01-24,5.93,0.0,Hora extra paga
5461,780,2020-11-22,2.81,0.0,Hora extra paga
5462,780,2022-01-06,5.81,0.0,Hora extra paga
5463,780,2020-04-11,1.42,0.0,Hora extra paga
5464,781,2025-10-22,7.42,7.42,Banco de horas positivo
5465,781,2025-07-10,4.84,4.84,Banco de horas positivo
5466,781,2025-02-16,9.28,9.28,Banco de horas positivo
5467,782,2023-10-21,1.79,0.0,Hora extra paga
5468,783,2022-09-16,5.71,0.0,Hora extra paga
5469,783,2022-10-18,1.34,0.0,Hora extra paga
5470,783,2023-05-01,10.9,10.9,Banco de horas positivo
5471,783,2025-03-20,4.98,0.0,Hora extra paga
5472,784,2022-06-21,5.4,5.4,Banco de horas positivo
5473,784,2024-07-20,3.16,0.0,Hora extra paga
5474,784,2018-08-30,2.92,0.0,Hora extra paga
5475,784,2023-11-30,1.09,1.09,Banco de horas positivo
5476,784,2023-07-02,2.11,2.11,Banco de horas positivo
5477,784,2019-01-18,0.63,0.0,Hora extra paga
5478,784,2025-07-19,9.55,0.0,Hora extra paga
5479,784,2022-07-28,3.38,3.38,Banco de horas positivo
5480,784,2023-10-05,7.22,0.0,Hora extra paga
5481,784,2019-10-19,0.59,0.0,Hora extra paga
5482,785,2022-11-26,2.05,0.0,Hora extra paga
5483,785,2022-07-14,8.46,8.46,Banco de horas positivo
